2022-03-09,474.9117156982422
2022-05-09,436.5671249771118
2021-11-08,519.9529568481446
2021-12-08,540.0231550216675
2022-04-08,488.6823154067994
2022-06-08,436.73483669281006
2022-07-08,431.62503166198735
2022-08-08,460.788108291626
2021-09-07,495.1617404174805
2021-10-07,473.4296671295166
2022-01-07,513.833257637024
2022-02-07,498.06759201049806
2022-09-07,428.4252160072326
2022-10-07,387.57819850921635
2022-11-07,378.99953893661495
2022-12-07,396.56231075286865
2020-07-06,704.6410835266113
2021-07-06,464.7637650299073
2020-08-05,763.865937652588
2020-10-05,420.8822163391113
2021-03-05,415.5157370758057
2021-04-05,432.5660693359375
2021-05-05,427.6505339813233
2021-08-05,478.12919815063475
2020-03-04,639.7619085693359
2020-05-04,613.392333984375
2020-09-04,437.20893951416014
2020-11-04,417.9724348449707
2020-12-04,416.45045028686525
2021-01-04,420.6809593200684
2021-06-04,425.599017791748
2020-02-03,663.6735906982422
2020-04-03,548.6605093383789
2020-06-03,640.7871746826172
2021-02-03,444.7522138977051
2020-01-02,656.97
2022-04-01,274.31
